"","country","year","infant_mortality","life_expectancy","fertility","population","gdp","continent","region","dollars_per_day","group"
"5916","West Bank and Gaza",1991,34.1,72,6.55,2190716,NA,"Asia","Western Asia",NA,"developing"
"5917","Vietnam",1991,35.4,69.6,3.42,69670620,15913197628,"Asia","South-Eastern Asia",0.625770256107208,"developing"
"5918","Yemen",1991,86.4,58.9,8.5,12571240,5903508918,"Asia","Western Asia",1.28658724482362,"developing"
"5919","Zambia",1991,113,50.7,6.4,8361381,3026424647,"Africa","Eastern Africa",0.991651304412808,"developing"
"5920","Zimbabwe",1991,52.6,62.7,5,10763036,5932930867,"Africa","Eastern Africa",1.51022491377605,"developing"
"5921","Albania",1992,32.5,73.6,2.87,3240613,2101603929,"Europe","Southern Europe",1.77676846434969,"west"
"5922","Algeria",1992,38.1,70.9,4.24,27180921,46635095028,"Africa","Northern Africa",4.70062745991411,"developing"
"5923","Angola",1992,133.5,49.6,7.12,11848971,7785298083,"Africa","Middle Africa",1.80012119103347,"developing"
"5924","Antigua and Barbuda",1992,21.5,73.5,2.1,63434,605123888.1,"Americas","Caribbean",26.1354110733581,"developing"
"5925","Argentina",1992,22.8,72.8,2.92,33655149,229807939326,"Americas","South America",18.7077107480336,"developing"
"5926","Armenia",1992,38.8,68.8,2.4,3449497,1448894008,"Asia","Western Asia",1.1507685394878,"developing"
"5927","Aruba",1992,NA,73.54,2.19,68235,1241360073,"Americas","Caribbean",49.842258391879,"developing"
"5928","Australia",1992,6.7,77.6,1.89,17538387,299289734315,"Oceania","Australia and New Zealand",46.7529810372879,"west"
"5929","Austria",1992,7.1,76,1.51,7813393,155616277926,"Europe","Western Europe",54.566046648434,"west"
"5930","Azerbaijan",1992,76,63.7,2.88,7450920,6881920209,"Asia","Western Asia",2.53050306741563,"developing"
"5931","Bahamas",1992,18,69.2,2.62,266133,4713611932,"Americas","Caribbean",48.5246297646315,"developing"
"5932","Bahrain",1992,18.7,72.1,3.47,522748,5514542261,"Asia","Western Asia",28.9017556483121,"developing"
"5933","Bangladesh",1992,92.1,59.7,4.2,110987459,32010406325,"Asia","Southern Asia",0.790177053753113,"developing"
"5934","Barbados",1992,14.9,73.2,1.73,262184,2027982064,"Americas","Caribbean",21.1916640368429,"developing"
"5935","Belarus",1992,13.6,69.6,1.72,10234863,12829442266,"Europe","Eastern Europe",3.43425768309265,"developing"
"5936","Belgium",1992,7.6,76.3,1.6,10050405,193103818853,"Europe","Western Europe",52.6398248131662,"west"
"5937","Belize",1992,28.8,71.1,4.36,194321,579737611.1,"Americas","Central America",8.17370341955723,"developing"
"5938","Benin",1992,103.2,56.6,6.6,5378226,1537774239,"Africa","Western Africa",0.783358696129414,"developing"
"5939","Bhutan",1992,85.9,62.4,5.22,528085,278212050.4,"Asia","Southern Asia",1.44337520591654,"developing"
"5940","Bolivia",1992,80.2,62.7,4.81,7131699,6207082181,"Americas","South America",2.38452360447061,"developing"
"5941","Bosnia and Herzegovina",1992,14.7,68,1.59,4301169,NA,"Europe","Southern Europe",NA,"west"
"5942","Botswana",1992,44.2,61.2,4.39,1460453,3570918962,"Africa","Southern Africa",6.6988390738475,"developing"
"5943","Brazil",1992,46.8,68.3,2.64,155379009,506980820289,"Americas","South America",8.93935775286729,"developing"
"5944","Brunei",1992,9,74,3.32,271989,5196639649,"Asia","South-Eastern Asia",52.3453849286915,"developing"
"5945","Bulgaria",1992,19.1,71.2,1.6,8653527,12364513548,"Europe","Eastern Europe",3.91463267908699,"developing"
"5946","Burkina Faso",1992,102.4,51.3,6.95,9297116,1700671023,"Africa","Western Africa",0.501163228011076,"developing"
"5947","Burundi",1992,104.8,45.3,7.47,5895131,1080943479,"Africa","Eastern Africa",0.502361861604372,"developing"
"5948","Cambodia",1992,85.7,58.2,5.24,9659238,NA,"Asia","South-Eastern Asia",NA,"developing"
"5949","Cameroon",1992,88.2,57.9,6.26,12796739,8195593373,"Africa","Middle Africa",1.75464080919151,"developing"
"5950","Canada",1992,6.4,77.7,1.71,28353843,536928652927,"Americas","Northern America",51.8814118170666,"west"
"5951","Cape Verde",1992,46.3,68.6,5.02,358473,292633758.5,"Africa","Western Africa",2.23653196937436,"developing"
"5952","Central African Republic",1992,115.1,48,5.69,3089141,758054781,"Africa","Middle Africa",0.6723106564895,"developing"
"5953","Chad",1992,113.7,53.9,7.38,6350174,1296130541,"Africa","Middle Africa",0.559203980565287,"developing"
"5954","Chile",1992,13.7,75,2.56,13566942,49042927669,"Americas","South America",9.9037930135266,"developing"
"5955","China",1992,41.2,67.2,2.11,1188450231,554442855290,"Asia","Eastern Asia",1.27815324674077,"developing"
"5956","Colombia",1992,27.4,71.1,3.01,35558683,82923700136,"Americas","South America",6.38910669303149,"developing"
"5957","Comoros",1992,82.9,57.8,5.36,440252,185770336.4,"Africa","Eastern Africa",1.15606476689129,"developing"
"5958","Congo, Dem. Rep.",1992,117.7,54.3,7.22,37783835,6277938167,"Africa","Middle Africa",0.455216644750872,"developing"
"5959","Congo, Rep.",1992,63,54.4,5.24,2514907,2937112153,"Africa","Middle Africa",3.19967402808887,"developing"
"5960","Costa Rica",1992,13.7,76.6,3,3257463,10723486281,"Americas","Central America",9.01910918665635,"developing"
"5961","Cote d'Ivoire",1992,104.7,54.4,6.11,13046907,8280648342,"Africa","Western Africa",1.7388571702321,"developing"
"5962","Croatia",1992,9.9,72.3,1.57,4732864,17520054878,"Europe","Southern Europe",10.1418824522921,"west"
"5963","Cuba",1992,9.3,74.7,1.68,10735775,27868362412,"Americas","Caribbean",7.11189251275254,"developing"
"5964","Cyprus",1992,9.3,76.7,2.34,800660,6826714413,"Asia","Western Asia",23.3598870418206,"developing"
"5965","Czech Republic",1992,11.5,72.3,1.68,10333930,49545143638,"Europe","Eastern Europe",13.1353821398214,"developing"
"5966","Denmark",1992,6.5,75.4,1.76,5171304,127976062128,"Europe","Northern Europe",67.8009547100481,"west"
"5967","Djibouti",1992,89.6,60.4,5.88,627063,631683815.3,"Africa","Eastern Africa",2.75991501629503,"developing"
"5968","Dominican Republic",1992,43.3,72.5,3.33,7468551,14853906416,"Americas","Caribbean",5.44893300138653,"developing"
"5969","Ecuador",1992,40.5,71.7,3.58,10705670,14235121581,"Americas","South America",3.64296051518776,"developing"
"5970","Egypt",1992,57.6,66.1,4.02,58922018,69224523386,"Africa","Northern Africa",3.21876668336096,"developing"
"5971","El Salvador",1992,41.7,68.9,3.78,5392142,9326459854,"Americas","Central America",4.7387373710632,"developing"
"5972","Equatorial Guinea",1992,123.1,48.7,5.9,404081,227081762,"Africa","Middle Africa",1.53964629294283,"developing"
"5973","Eritrea",1992,85.8,54.9,6.44,3160617,429588978.5,"Africa","Eastern Africa",0.372381755043225,"developing"
"5974","Estonia",1992,15.2,69.3,1.71,1520879,NA,"Europe","Northern Europe",NA,"west"
"5975","Ethiopia",1992,116.4,47.8,7.14,51602776,5286719782,"Africa","Eastern Africa",0.280685748113655,"developing"
"5976","Fiji",1992,23.5,65,3.35,744534,1378473251,"Oceania","Melanesia",5.07248701044629,"developing"
"5977","Finland",1992,5,75.7,1.85,5034898,90120692832,"Europe","Northern Europe",49.0389294398624,"west"
"5978","France",1992,6.7,77.6,1.72,57495252,1119243188168,"Europe","Western Europe",53.3334421007661,"west"
"5979","French Polynesia",1992,NA,69.33,3.18,205269,2895894295,"Oceania","Polynesia",38.6515108107057,"developing"
"5980","Gabon",1992,59.6,60.2,5.26,1004598,4420256843,"Africa","Middle Africa",12.0548644537894,"developing"
"5981","Gambia",1992,76.1,61.5,6.08,979701,606677719,"Africa","Western Africa",1.69656939922109,"developing"
"5982","Georgia",1992,40,69.4,2.08,5345624,3543781426,"Asia","Western Asia",1.81625011564958,"developing"
"5983","Germany",1992,6.2,76,1.32,80075940,1667775438935,"Europe","Western Europe",57.0614316597983,"west"
"5984","Ghana",1992,75.6,58.7,5.39,15471527,3572868343,"Africa","Western Africa",0.632689998329242,"developing"
"5985","Greece",1992,10.3,77.1,1.37,10321044,102478026766,"Europe","Southern Europe",27.2028408334586,"west"
"5986","Greenland",1992,NA,65.5,2.61,55854,849134084.7,"Americas","Northern America",41.6513544706331,"west"
"5987","Grenada",1992,16.7,70.2,3.55,97201,352561518.2,"Americas","Caribbean",9.93736656692043,"developing"
"5988","Guatemala",1992,55,63.8,5.47,9619113,14005591526,"Americas","Central America",3.98908752115468,"developing"
"5989","Guinea",1992,133.7,52.5,6.49,6751394,2212931965,"Africa","Western Africa",0.898011181301204,"developing"
"5990","Guinea-Bissau",1992,130.2,51.8,6.55,1104708,197779642.3,"Africa","Western Africa",0.490502498124962,"developing"
"5991","Guyana",1992,44.5,64.5,2.47,717621,505305251.9,"Americas","South America",1.92914916148072,"developing"
"5992","Haiti",1992,95.8,54.9,5.21,7386974,3536477718,"Americas","Caribbean",1.31163045237672,"developing"
"5993","Honduras",1992,41.5,70.1,4.95,5179557,5608380316,"Americas","Central America",2.96655206676704,"developing"
"5994","Hong Kong, China",1992,NA,78.01,1.22,5914576,129137305745,"Asia","Eastern Asia",59.8184616543154,"developing"
"5995","Hungary",1992,15.4,69.1,1.75,10364661,38619138295,"Europe","Eastern Europe",10.2083279272198,"developing"
"5996","Iceland",1992,4.7,78.6,2.17,259895,6520331239,"Europe","Northern Europe",68.7351476663257,"west"
"5997","India",1992,83.9,58.8,3.71,906461358,294731239741,"Asia","Southern Asia",0.890807800552133,"developing"
"5998","Indonesia",1992,57.4,64.9,2.93,187762097,127480073500,"Asia","South-Eastern Asia",1.86012236187619,"developing"
"5999","Iran",1992,40.8,68.5,4.14,58130099,82511394661,"Asia","Southern Asia",3.88883933450017,"developing"
"6000","Iraq",1992,40.8,65.4,5.7,18468521,NA,"Asia","Western Asia",NA,"developing"
"6001","Ireland",1992,6.8,76.8,1.92,3582342,NA,"Europe","Northern Europe",NA,"west"
"6002","Israel",1992,8.7,76.3,2.95,4806983,81017170729,"Asia","Western Asia",46.1755016217717,"developing"
"6003","Italy",1992,7.7,77.3,1.28,57062760,963995710673,"Europe","Southern Europe",46.2838484999698,"west"
"6004","Jamaica",1992,24,74.9,2.86,2422783,8071010741,"Americas","Caribbean",9.12684222834672,"developing"
"6005","Japan",1992,4.4,79.3,1.5,123180357,4405896452016,"Asia","Eastern Asia",97.9941078073469,"developing"
"6006","Jordan",1992,28.3,72.2,5.17,3743944,6196942169,"Asia","Western Asia",4.53476968423805,"developing"
"6007","Kazakhstan",1992,44.7,67.1,2.61,16433379,22207118082,"Asia","Central Asia",3.70230732235529,"developing"
"6008","Kenya",1992,68.9,60.3,5.67,25029754,10609713799,"Africa","Eastern Africa",1.16132619754697,"developing"
"6009","Kiribati",1992,65,58.4,4.57,74773,47542408.77,"Oceania","Micronesia",1.74198139318108,"developing"
"6010","South Korea",1992,5.5,72.7,1.65,43708170,342368324538,"Asia","Eastern Asia",21.4604136868039,"developing"
"6011","Kuwait",1992,14,80,2.14,1909096,22530088649,"Asia","Western Asia",32.3327220167204,"developing"
"6012","Kyrgyz Republic",1992,53.6,65.6,3.66,4477038,1631928246,"Asia","Central Asia",0.998659446359615,"developing"
"6013","Lao",1992,105.9,52.4,5.93,4496971,1046802200,"Asia","South-Eastern Asia",0.637751774000035,"developing"
"6014","Latvia",1992,19.1,68.4,1.7,2611306,6181701566,"Europe","Northern Europe",6.48570817589842,"west"
"6015","Lebanon",1992,24.7,72.2,2.84,2821868,13058221252,"Asia","Western Asia",12.6781084854488,"developing"
"6016","Lesotho",1992,71.1,60.4,4.76,1660360,554232468.8,"Africa","Southern Africa",0.914527644607194,"developing"
"6017","Liberia",1992,170.3,51.8,6.34,2028672,227416403.4,"Africa","Western Africa",0.307126356282363,"developing"
"6018","Libya",1992,32.2,73.8,4.43,4596811,NA,"Africa","Northern Africa",NA,"developing"
"6019","Lithuania",1992,16.1,70.3,1.85,3690788,11784441130,"Europe","Northern Europe",8.74776337253502,"west"
"6020","Luxembourg",1992,6.3,75.8,1.64,391400,13718447181,"Europe","Western Europe",96.0265375504861,"west"
"6021","Macao, China",1992,NA,75.86,1.49,377799,5508451908,"Asia","Eastern Asia",39.9462387751521,"developing"
"6022","Macedonia, FYR",1992,30.1,71.6,2.16,1977033,3447300381,"Europe","Southern Europe",4.77718812891954,"west"
"6023","Madagascar",1992,92.9,56.4,6.18,12263899,3095838835,"Africa","Eastern Africa",0.69160307279738,"developing"
"6024","Malawi",1992,133.1,48.3,6.72,9682918,1252430787,"Africa","Eastern Africa",0.354368096957708,"developing"
"6025","Malaysia",1992,13,72.2,3.45,19204700,56306715078,"Asia","South-Eastern Asia",8.03266767074926,"developing"
"6026","Maldives",1992,62.5,67.3,5.46,236053,NA,"Asia","Southern Asia",NA,"developing"
"6027","Mali",1992,127.3,50.8,7.02,8891141,1794519417,"Africa","Western Africa",0.552965199115013,"developing"
"6028","Malta",1992,9.3,77.5,2.02,362492,2625749584,"Europe","Southern Europe",19.8454985950375,"west"
"6029","Mauritania",1992,76.7,60.4,5.88,2140250,1008383456,"Africa","Western Africa",1.29082789393762,"developing"
"6030","Mauritius",1992,18.4,69.7,2.25,1082958,3032403303,"Africa","Eastern Africa",7.67153874369506,"developing"
"6031","Mexico",1992,33.7,72.1,3.2,89110043,446408398242,"Americas","Central America",13.7250153443684,"developing"
"6032","Micronesia, Fed. Sts.",1992,43,64.7,4.82,101412,203485076.9,"Oceania","Micronesia",5.49731157426994,"developing"
"6033","Moldova",1992,28.2,67.6,2.19,4375312,2154909825,"Europe","Eastern Europe",1.34935806503549,"developing"
"6034","Mongolia",1992,70.7,62.2,3.45,2243506,944354970.2,"Asia","Eastern Asia",1.15322797931403,"developing"
"6035","Montenegro",1992,14,74.2,1.83,617174,NA,"Europe","Southern Europe",NA,"west"
"6036","Morocco",1992,58.5,68.4,3.76,25866445,30071024425,"Africa","Northern Africa",3.18506730583469,"developing"
"6037","Mozambique",1992,154.7,52.1,6.14,14203987,2487658528,"Africa","Eastern Africa",0.479830262900012,"developing"
"6038","Namibia",1992,47.8,62,4.97,1513689,3003878016,"Africa","Southern Africa",5.43691787650016,"developing"
"6039","Nepal",1992,88.9,60,5,19765570,3738387432,"Asia","Southern Asia",0.518181734599367,"developing"
"6040","Netherlands",1992,6.3,77.3,1.59,15128288,293760304700,"Europe","Western Europe",53.1998566263902,"west"
"6041","New Caledonia",1992,NA,71.31,2.93,176310,2402602807,"Oceania","Melanesia",37.3346573866237,"developing"
"6042","New Zealand",1992,8.2,76.2,2.31,3502765,38643270231,"Oceania","Australia and New Zealand",30.2252572569431,"west"
"6043","Nicaragua",1992,47.1,73.6,4.52,4331273,2825973080,"Americas","Central America",1.78755576016566,"developing"
"6044","Niger",1992,132.6,48.2,7.77,8442330,1444076715,"Africa","Western Africa",0.468635384028323,"developing"
"6045","Nigeria",1992,125.5,54.4,6.4,100592458,37710320429,"Africa","Western Africa",1.02707447889206,"developing"
"6046","Norway",1992,5.8,77.1,1.88,4285504,124847807184,"Europe","Northern Europe",79.8152998586583,"west"
"6047","Oman",1992,26.8,72.9,6.47,1979914,14550395886,"Asia","Western Asia",20.1342575070474,"developing"
"6048","Pakistan",1992,102.5,62.1,5.77,113616165,56860483455,"Asia","Southern Asia",1.37112660378965,"developing"
"6049","Panama",1992,24.6,75,2.98,2575330,8396323560,"Americas","Central America",8.9323023425273,"developing"
"6050","Papua New Guinea",1992,63.4,56.2,4.72,4369407,2939422490,"Oceania","Melanesia",1.84309044714074,"developing"
"6051","Paraguay",1992,34.8,74.1,4.36,4432738,6281869444,"Americas","South America",3.882611879258,"developing"
"6052","Peru",1992,51,69.5,3.62,22737056,36713699866,"Americas","South America",4.42385676865692,"developing"
"6053","Philippines",1992,37.3,68.2,4.18,65078901,60950405317,"Asia","South-Eastern Asia",2.56592243048784,"developing"
"6054","Poland",1992,14.3,71.1,1.91,38396826,112643487102,"Europe","Eastern Europe",8.03744281962621,"developing"
"6055","Portugal",1992,9.7,74.6,1.5,9943197,92393147458,"Europe","Southern Europe",25.4577990201578,"west"
"6056","Puerto Rico",1992,NA,73.7,2.18,3586848,43920097566,"Americas","Caribbean",33.5472912226549,"developing"
"6057","Qatar",1992,15.6,74.5,3.8,489668,NA,"Asia","Western Asia",NA,"developing"
"6058","Romania",1992,29.1,70,1.49,23373155,34927739544,"Europe","Eastern Europe",4.09411725147287,"developing"
"6059","Russia",1992,22,68,1.55,148322473,313172304875,"Europe","Eastern Europe",5.78473576776209,"developing"
"6060","Rwanda",1992,101.3,48,6.77,6712924,1726969276,"Africa","Eastern Africa",0.704822916805345,"developing"
"6061","St. Lucia",1992,18,70.5,3.2,141934,582432186.3,"Americas","Caribbean",11.2425819042654,"developing"
"6062","St. Vincent and the Grenadines",1992,19.2,69.7,2.86,108001,315662581.4,"Americas","Caribbean",8.00760169014163,"developing"
"6063","Samoa",1992,24.2,69.5,4.96,165568,187446928.5,"Oceania","Polynesia",3.10176621549528,"developing"
"6064","Saudi Arabia",1992,30.3,74.6,5.52,17398523,164527237655,"Asia","Western Asia",25.9079207596632,"developing"
"6065","Senegal",1992,69.6,58,6.4,7990736,3595929391,"Africa","Western Africa",1.23291037836884,"developing"
"6066","Serbia",1992,20.9,72.4,2,9702958,7199338861,"Europe","Southern Europe",2.03280443525925,"west"
"6067","Seychelles",1992,13.3,69.2,2.59,72706,435169568,"Africa","Eastern Africa",16.3981706018874,"developing"
"6068","Sierra Leone",1992,155.7,51.9,6.39,3929182,840933987.6,"Africa","Western Africa",0.586363455078102,"developing"
"6069","Singapore",1992,5,76,1.72,3193042,54827446525,"Asia","South-Eastern Asia",47.0435973783852,"developing"
"6070","Slovak Republic",1992,14.3,71.4,1.9,5317480,22448347451,"Europe","Eastern Europe",11.5660654640096,"developing"
"6071","Slovenia",1992,7.7,73.8,1.38,2005535,14390547008,"Europe","Southern Europe",19.658672716408,"west"
"6072","Solomon Islands",1992,30.9,60.4,5.6,329984,407186864.1,"Oceania","Melanesia",3.38071073018401,"developing"
"6073","South Africa",1992,46.4,62.4,3.41,38646788,107468175151,"Africa","Southern Africa",7.61857250796838,"developing"
"6074","Spain",1992,8.5,77.4,1.28,39397403,455799879733,"Europe","Southern Europe",31.6966779203452,"west"
"6075","Sri Lanka",1992,18.2,72,2.39,17741793,10725559900,"Asia","Southern Asia",1.6562641451424,"developing"
"6076","Sudan",1992,77.9,59.4,6.03,21820588,8091885904,"Africa","Northern Africa",1.0159923473152,"developing"
"6077","Suriname",1992,38.6,69.8,2.64,423572,855438256.9,"Americas","South America",5.53310052897801,"developing"
"6078","Swaziland",1992,58.6,61,5.39,907947,1196858780,"Africa","Southern Africa",3.611516036382,"developing"
